# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2102506	2105126	-	XM_020060402.1		XP_019915785.1	Uncharacterized protein		30910342	PCOAH_00036110	2469	2469	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2102506	2105126	-	XP_019915785.1		XM_020060402.1	Uncharacterized protein		30910342	PCOAH_00036110	2469	822	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2106787	2108031	-						30910343	PCOAH_00036120	1245		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2106787	2108031	-	XM_020060403.1		XP_019915941.1	Ornithine aminotransferase		30910343	PCOAH_00036120	1245	1245	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2106787	2108031	-	XP_019915941.1		XM_020060403.1	Ornithine aminotransferase		30910343	PCOAH_00036120	1245	414	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2110728	2112880	-						30910344	PCOAH_00036130	2153		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2110728	2112880	-	XM_020060404.1		XP_019915556.1	Chaperone		30910344	PCOAH_00036130	1880	1880	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2110728	2112478	-	XP_019915556.1		XM_020060404.1	Chaperone		30910344	PCOAH_00036130	1632	543	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2114121	2115546	-						30910345	PCOAH_00036140	1426		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2114121	2115546	-	XM_020060405.1		XP_019915701.1	Uncharacterized protein		30910345	PCOAH_00036140	1050	1050	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2114121	2115546	-	XP_019915701.1		XM_020060405.1	Uncharacterized protein		30910345	PCOAH_00036140	1050	349	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2117430	2118323	+						30910346	PCOAH_00036150	894		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2117430	2118323	+	XM_020060406.1		XP_019915856.1	20S proteasome subunit alpha type 2		30910346	PCOAH_00036150	708	708	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2117430	2118323	+	XP_019915856.1		XM_020060406.1	20S proteasome subunit alpha type 2		30910346	PCOAH_00036150	708	235	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2119202	2119649	+						30910347	PCOAH_00036160	448		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2119202	2119649	+	XM_020060407.1		XP_019916005.1	Uncharacterized protein		30910347	PCOAH_00036160	318	318	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2119202	2119649	+	XP_019916005.1		XM_020060407.1	Uncharacterized protein		30910347	PCOAH_00036160	318	105	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2120056	2121480	-						30910348	PCOAH_00036170	1425		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2120056	2121480	-	XM_020060408.1		XP_019915618.1	Uncharacterized protein		30910348	PCOAH_00036170	1425	1425	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2120056	2121480	-	XP_019915618.1		XM_020060408.1	Uncharacterized protein		30910348	PCOAH_00036170	1425	474	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2122033	2125317	-						30910349	PCOAH_00036180	3285		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2122033	2125317	-	XM_020060409.1		XP_019915764.1	Uncharacterized protein		30910349	PCOAH_00036180	3285	3285	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2122033	2125317	-	XP_019915764.1		XM_020060409.1	Uncharacterized protein		30910349	PCOAH_00036180	3285	1094	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2125914	2127044	+						30910350	PCOAH_00036190	1131		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2125914	2127044	+	XM_020060410.1		XP_019915920.1	Uncharacterized protein		30910350	PCOAH_00036190	468	468	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2125914	2127044	+	XP_019915920.1		XM_020060410.1	Uncharacterized protein		30910350	PCOAH_00036190	468	155	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2127234	2130719	-						30910351	PCOAH_00036200	3486		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2127234	2130719	-	XM_020060411.1		XP_019915664.1	Uncharacterized protein		30910351	PCOAH_00036200	3402	3402	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2127234	2130719	-	XP_019915664.1		XM_020060411.1	Uncharacterized protein		30910351	PCOAH_00036200	3402	1133	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2131070	2133542	+						30910352	PCOAH_00036210	2473		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2131070	2133542	+	XM_020060412.1		XP_019916050.1	Uncharacterized protein		30910352	PCOAH_00036210	1053	1053	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2131070	2133542	+	XP_019916050.1		XM_020060412.1	Uncharacterized protein		30910352	PCOAH_00036210	1053	350	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2133835	2136345	-						30910353	PCOAH_00036220	2511		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2133835	2136345	-	XM_020060413.1		XP_019915558.1	Uncharacterized protein		30910353	PCOAH_00036220	2511	2511	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2133835	2136345	-	XP_019915558.1		XM_020060413.1	Uncharacterized protein		30910353	PCOAH_00036220	2511	836	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2137096	2138922	+						30910354	PCOAH_00036230	1827		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2137096	2138922	+	XM_020060414.1		XP_019915811.1	Uncharacterized protein		30910354	PCOAH_00036230	1731	1731	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2137096	2138922	+	XP_019915811.1		XM_020060414.1	Uncharacterized protein		30910354	PCOAH_00036230	1731	576	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2139453	2147093	-						30910355	PCOAH_00036240	7641		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2139453	2147093	-	XM_020060415.1		XP_019915759.1	Uncharacterized protein		30910355	PCOAH_00036240	7641	7641	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2139453	2147093	-	XP_019915759.1		XM_020060415.1	Uncharacterized protein		30910355	PCOAH_00036240	7641	2546	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2151644	2154416	+						30910356	PCOAH_00036250	2773		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2151644	2154416	+	XM_020060416.1		XP_019915614.1	Uncharacterized protein		30910356	PCOAH_00036250	2313	2313	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2151644	2154416	+	XP_019915614.1		XM_020060416.1	Uncharacterized protein		30910356	PCOAH_00036250	2313	770	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2154718	2156061	-						30910357	PCOAH_00036260	1344		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2154718	2156061	-	XM_020060417.1		XP_019916059.1	4-hydroxybenzoate hexaprenyltransferase		30910357	PCOAH_00036260	1344	1344	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2154718	2156061	-	XP_019916059.1		XM_020060417.1	4-hydroxybenzoate hexaprenyltransferase		30910357	PCOAH_00036260	1344	447	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2156955	2160441	+						30910358	PCOAH_00036270	3487		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2156955	2160441	+	XM_020060418.1		XP_019915913.1	EXS family protein		30910358	PCOAH_00036270	1905	1905	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2156955	2160441	+	XP_019915913.1		XM_020060418.1	EXS family protein		30910358	PCOAH_00036270	1905	634	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2160816	2162179	-						30910359	PCOAH_00036280	1364		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2160816	2162179	-	XM_020060419.1		XP_019915539.1	Uroporphyrinogen decarboxylase		30910359	PCOAH_00036280	1251	1251	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2160816	2162179	-	XP_019915539.1		XM_020060419.1	Uroporphyrinogen decarboxylase		30910359	PCOAH_00036280	1251	416	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2163131	2164462	+						30910360	PCOAH_00036290	1332		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2163131	2164462	+	XM_020060420.1		XP_019915924.1	Zinc finger protein		30910360	PCOAH_00036290	1260	1260	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2163131	2164462	+	XP_019915924.1		XM_020060420.1	Zinc finger protein		30910360	PCOAH_00036290	1260	419	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2164879	2168063	-						30910361	PCOAH_00036300	3185		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2164879	2168063	-	XM_020060421.1		XP_019915832.1	Uncharacterized protein		30910361	PCOAH_00036300	1449	1449	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2164879	2168063	-	XP_019915832.1		XM_020060421.1	Uncharacterized protein		30910361	PCOAH_00036300	1449	482	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2169395	2172316	-						30910362	PCOAH_00036310	2922		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2169395	2172316	-	XM_020060422.1		XP_019915987.1	Translation initiation factor IF-2		30910362	PCOAH_00036310	2922	2922	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2169395	2172316	-	XP_019915987.1		XM_020060422.1	Translation initiation factor IF-2		30910362	PCOAH_00036310	2922	973	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2173823	2174482	+						30910363	PCOAH_00036320	660		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2173823	2174482	+	XM_020060423.1		XP_019915536.1	Uncharacterized protein		30910363	PCOAH_00036320	660	660	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2173823	2174482	+	XP_019915536.1		XM_020060423.1	Uncharacterized protein		30910363	PCOAH_00036320	660	219	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2175599	2180195	-						30910364	PCOAH_00036330	4597		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2175599	2180195	-	XM_020060424.1		XP_019915684.1	Coatomer alpha subunit		30910364	PCOAH_00036330	4122	4122	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2175599	2180195	-	XP_019915684.1		XM_020060424.1	Coatomer alpha subunit		30910364	PCOAH_00036330	4122	1373	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2183891	2189788	+						30910365	PCOAH_00036340	5898		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2183891	2189788	+	XM_020060425.1		XP_019915769.1	Uncharacterized protein		30910365	PCOAH_00036340	5733	5733	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2183891	2189788	+	XP_019915769.1		XM_020060425.1	Uncharacterized protein		30910365	PCOAH_00036340	5733	1910	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2192401	2195287	+						30910366	PCOAH_00036350	2887		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2192401	2195287	+	XM_020060426.1		XP_019915923.1	Uncharacterized protein		30910366	PCOAH_00036350	2157	2157	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2192401	2195287	+	XP_019915923.1		XM_020060426.1	Uncharacterized protein		30910366	PCOAH_00036350	2157	718	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2196563	2197471	+						30910367	PCOAH_00036360	909		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2196563	2197471	+	XM_020060427.1		XP_019916011.1	Uncharacterized protein		30910367	PCOAH_00036360	433	433	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2196563	2197413	+	XP_019916011.1		XM_020060427.1	Uncharacterized protein		30910367	PCOAH_00036360	375	124	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2197931	2198299	-						30910368	PCOAH_00036370	369		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2197931	2198299	-	XM_020060428.1		XP_019915622.1	Uncharacterized protein		30910368	PCOAH_00036370	369	369	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2197931	2198299	-	XP_019915622.1		XM_020060428.1	Uncharacterized protein		30910368	PCOAH_00036370	369	122	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2199055	2200318	+						30910369	PCOAH_00036380	1264		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2199055	2200318	+	XM_020060429.1		XP_019915998.1	Ubiquitin-conjugating enzyme E2 I		30910369	PCOAH_00036380	459	459	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2199055	2200318	+	XP_019915998.1		XM_020060429.1	Ubiquitin-conjugating enzyme E2 I		30910369	PCOAH_00036380	459	152	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2201813	2203828	-						30910370	PCOAH_00036390	2016		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2201813	2203828	-	XM_020060430.1		XP_019915611.1	RNA binding protein		30910370	PCOAH_00036390	1620	1620	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2201813	2203828	-	XP_019915611.1		XM_020060430.1	RNA binding protein		30910370	PCOAH_00036390	1620	539	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2207717	2211046	+						30910371	PCOAH_00036400	3330		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2207717	2211046	+	XM_020060431.1		XP_019915892.1	Uncharacterized protein		30910371	PCOAH_00036400	3330	3330	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2207717	2211046	+	XP_019915892.1		XM_020060431.1	Uncharacterized protein		30910371	PCOAH_00036400	3330	1109	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2211993	2213503	-						30910372	PCOAH_00036410	1511		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2211993	2213503	-	XM_020060432.1		XP_019915741.1	Elongation of fatty acids protein		30910372	PCOAH_00036410	876	876	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2211993	2213503	-	XP_019915741.1		XM_020060432.1	Elongation of fatty acids protein		30910372	PCOAH_00036410	876	291	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2217310	2227029	+						30910373	PCOAH_00036420	9720		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2217310	2227029	+	XM_020060433.1		XP_019915597.1	Uncharacterized protein		30910373	PCOAH_00036420	5400	5400	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2217310	2227029	+	XP_019915597.1		XM_020060433.1	Uncharacterized protein		30910373	PCOAH_00036420	5400	1799	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2234584	2236226	-						30910374	PCOAH_00036430	1643		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2234584	2236226	-	XM_020060434.1		XP_019915980.1	KIR protein		30910374	PCOAH_00036430	1092	1092	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2234584	2236226	-	XP_019915980.1		XM_020060434.1	KIR protein		30910374	PCOAH_00036430	1092	363	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2237917	2239001	-						30910375	PCOAH_00036440	1085		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2237917	2239001	-	XM_020060435.1		XP_019915827.1	Variable surface protein Vir7-like protein		30910375	PCOAH_00036440	927	927	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2237917	2239001	-	XP_019915827.1		XM_020060435.1	Variable surface protein Vir7-like protein		30910375	PCOAH_00036440	927	308	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2239850	2241275	-						30910376	PCOAH_00036450	1426		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2239850	2241275	-	XM_020060436.1		XP_019915644.1	Variable surface protein Vir7-like protein		30910376	PCOAH_00036450	918	918	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2239850	2241275	-	XP_019915644.1		XM_020060436.1	Variable surface protein Vir7-like protein		30910376	PCOAH_00036450	918	305	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2247521	2247766	-						30910377	PCOAH_00036460	246		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2247521	2247766	-	XM_020060437.1		XP_019916027.1	hypothetical protein		30910377	PCOAH_00036460	246	246	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2247521	2247766	-	XP_019916027.1		XM_020060437.1	hypothetical protein		30910377	PCOAH_00036460	246	81	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2247772	2250800	-						30910378	PCOAH_00036470	3029		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2247772	2250800	-	XM_020060438.1		XP_019915879.1	SICA antigen		30910378	PCOAH_00036470	2106	2106	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2247772	2250800	-	XP_019915879.1		XM_020060438.1	SICA antigen		30910378	PCOAH_00036470	2106	701	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2267994	2268205	-						30910379	PCOAH_00036480	212		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2267994	2268205	-	XM_020060439.1		XP_019915729.1	hypothetical protein		30910379	PCOAH_00036480	192	192	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2267994	2268205	-	XP_019915729.1		XM_020060439.1	hypothetical protein		30910379	PCOAH_00036480	192	63	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2268272	2272494	-						30910380	PCOAH_00036490	4223		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2268272	2272494	-	XM_020060440.1		XP_019915583.1	SICA antigen		30910380	PCOAH_00036490	2367	2367	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2268272	2272494	-	XP_019915583.1		XM_020060440.1	SICA antigen		30910380	PCOAH_00036490	2367	788	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2274333	2275530	-						30910381	PCOAH_00036500	1198		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2274333	2275530	-	XM_020060441.1		XP_019916063.1	KIR-like protein		30910381	PCOAH_00036500	996	996	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2274333	2275530	-	XP_019916063.1		XM_020060441.1	KIR-like protein		30910381	PCOAH_00036500	996	331	partial
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2284364	2285161	-						30910382	PCOAH_00036510	798		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2284364	2285161	-	XM_020060442.1		XP_019915677.1	Uncharacterized protein		30910382	PCOAH_00036510	798	798	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2284364	2285161	-	XP_019915677.1		XM_020060442.1	Uncharacterized protein		30910382	PCOAH_00036510	798	265	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2287542	2293490	+						30910383	PCOAH_00036520	5949		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2287542	2293490	+	XM_020060443.1		XP_019915822.1	Uncharacterized protein		30910383	PCOAH_00036520	4899	4899	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2287542	2293490	+	XP_019915822.1		XM_020060443.1	Uncharacterized protein		30910383	PCOAH_00036520	4899	1632	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2294426	2296734	+						30910384	PCOAH_00036530	2309		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2294426	2296734	+	XM_020060444.1		XP_019915976.1	Cyclin dependent kinase binding protein		30910384	PCOAH_00036530	2019	2019	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2294426	2296734	+	XP_019915976.1		XM_020060444.1	Cyclin dependent kinase binding protein		30910384	PCOAH_00036530	2019	672	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2297247	2298747	-						30910385	PCOAH_00036540	1501		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2297247	2298747	-	XM_020060445.1		XP_019915965.1	Serine/threonine protein kinase		30910385	PCOAH_00036540	1065	1065	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2297247	2298747	-	XP_019915965.1		XM_020060445.1	Serine/threonine protein kinase		30910385	PCOAH_00036540	1065	354	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2299346	2300992	+						30910386	PCOAH_00036550	1647		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2299346	2300992	+	XM_020060446.1		XP_019915835.1	Uncharacterized protein		30910386	PCOAH_00036550	975	975	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2299705	2300992	+	XP_019915835.1		XM_020060446.1	Uncharacterized protein		30910386	PCOAH_00036550	636	211	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2301676	2303952	-						30910387	PCOAH_00036560	2277		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2301676	2303952	-	XM_020060447.1		XP_019915728.1	RNA binding protein		30910387	PCOAH_00036560	2277	2277	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2301676	2303952	-	XP_019915728.1		XM_020060447.1	RNA binding protein		30910387	PCOAH_00036560	2277	758	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2308034	2308615	-						30910388	PCOAH_00036570	582		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2308034	2308615	-	XM_020060448.1		XP_019915917.1	50S ribosomal subunit L24		30910388	PCOAH_00036570	582	582	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2308034	2308615	-	XP_019915917.1		XM_020060448.1	50S ribosomal subunit L24		30910388	PCOAH_00036570	582	193	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2309114	2313976	+						30910389	PCOAH_00036580	4863		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2309114	2313976	+	XM_020060449.1		XP_019915904.1	Uncharacterized protein		30910389	PCOAH_00036580	4290	4290	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2309114	2313976	+	XP_019915904.1		XM_020060449.1	Uncharacterized protein		30910389	PCOAH_00036580	4290	1429	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2314606	2316171	+						30910390	PCOAH_00036590	1566		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2314606	2316171	+	XM_020060450.1		XP_019916051.1	Glyoxalase I		30910390	PCOAH_00036590	954	954	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2314606	2316171	+	XP_019916051.1		XM_020060450.1	Glyoxalase I		30910390	PCOAH_00036590	954	317	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2316335	2320830	-						30910391	PCOAH_00036600	4496		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2316335	2320830	-	XM_020060451.1		XP_019916049.1	DNA helicase		30910391	PCOAH_00036600	4413	4413	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2316335	2320830	-	XP_019916049.1		XM_020060451.1	DNA helicase		30910391	PCOAH_00036600	4413	1470	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2321490	2329801	-						30910392	PCOAH_00036610	8312		partial
mRNA		GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2321490	2329801	-	XM_020060452.1		XP_019915901.1	Uncharacterized protein		30910392	PCOAH_00036610	8037	8037	partial
CDS	with_protein	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2321490	2329801	-	XP_019915901.1		XM_020060452.1	Uncharacterized protein		30910392	PCOAH_00036610	8037	2678	
gene	protein_coding	GCF_001680005.1	Primary Assembly	chromosome	11	NC_033566.1	2333657	2334652	-						30910393	PCOAH_00036620	996		partial
