# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192616.1	238415	239071	-						24268595	AK88_03281	657		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192616.1	238415	239071	-	XM_012480902.1		XP_012336325.1	uncharacterized protein		24268595	AK88_03281	657	657	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192616.1	238415	239071	-	XP_012336325.1		XM_012480902.1	uncharacterized protein		24268595	AK88_03281	657	218	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192616.1	239556	241549	-						24268596	AK88_03282	1994		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192616.1	239556	241549	-	XM_012480903.1		XP_012336326.1	uncharacterized protein		24268596	AK88_03282	1869	1869	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192616.1	239556	241549	-	XP_012336326.1		XM_012480903.1	uncharacterized protein		24268596	AK88_03282	1869	622	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192616.1	242124	242855	+						24268597	AK88_03283	732		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192616.1	242124	242855	+	XM_012480904.1		XP_012336327.1	uncharacterized protein		24268597	AK88_03283	732	732	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192616.1	242124	242855	+	XP_012336327.1		XM_012480904.1	uncharacterized protein		24268597	AK88_03283	732	243	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192616.1	243269	249294	-						24268598	AK88_03284	6026		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192616.1	243269	249294	-	XM_012480905.1		XP_012336328.1	uncharacterized protein		24268598	AK88_03284	4749	4749	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192616.1	243269	249294	-	XP_012336328.1		XM_012480905.1	uncharacterized protein		24268598	AK88_03284	4749	1582	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192616.1	249390	251909	-						24268599	AK88_03285	2520		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192616.1	249390	251909	-	XM_012480906.1		XP_012336329.1	uncharacterized protein		24268599	AK88_03285	2520	2520	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192616.1	249390	251909	-	XP_012336329.1		XM_012480906.1	uncharacterized protein		24268599	AK88_03285	2520	839	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192616.1	254093	254955	-						24268600	AK88_03286	863		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192616.1	254093	254955	-	XM_012480907.1		XP_012336330.1	archaeal ribosomal protein S17P		24268600	AK88_03286	462	462	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192616.1	254093	254955	-	XP_012336330.1		XM_012480907.1	archaeal ribosomal protein S17P		24268600	AK88_03286	462	153	partial
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	1477	3417	-						24268601	AK88_03287	1941		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	1477	3417	-	XM_012480908.1		XP_012336331.1	CAMK/CDPK protein kinase		24268601	AK88_03287	1581	1581	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	1477	3417	-	XP_012336331.1		XM_012480908.1	CAMK/CDPK protein kinase		24268601	AK88_03287	1581	526	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	17419	19485	-						24268602	AK88_03288	2067		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	17419	19485	-	XM_012480909.1		XP_012336332.1	queuine tRNA-ribosyltransferase		24268602	AK88_03288	2067	2067	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	17419	19485	-	XP_012336332.1		XM_012480909.1	queuine tRNA-ribosyltransferase		24268602	AK88_03288	2067	688	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	20969	22555	-						24268603	AK88_03289	1587		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	20969	22555	-	XM_012480910.1		XP_012336333.1	uncharacterized protein		24268603	AK88_03289	1188	1188	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	20969	22555	-	XP_012336333.1		XM_012480910.1	uncharacterized protein		24268603	AK88_03289	1188	395	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	24418	25702	+						24268604	AK88_03290	1285		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	24418	25702	+	XM_012480911.1		XP_012336334.1	uncharacterized protein		24268604	AK88_03290	1119	1119	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	24418	25702	+	XP_012336334.1		XM_012480911.1	uncharacterized protein		24268604	AK88_03290	1119	372	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	25897	37504	-						24268605	AK88_03291	11608		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	25897	37504	-	XM_012480912.1		XP_012336335.1	uncharacterized protein		24268605	AK88_03291	2292	2292	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	25897	37504	-	XP_012336335.1		XM_012480912.1	uncharacterized protein		24268605	AK88_03291	2292	763	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	38081	40745	-						24268606	AK88_03292	2665		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	38081	40745	-	XM_012480913.1		XP_012336336.1	uncharacterized protein		24268606	AK88_03292	948	948	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	38081	40745	-	XP_012336336.1		XM_012480913.1	uncharacterized protein		24268606	AK88_03292	948	315	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	41129	42278	-						24268607	AK88_03293	1150		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	41129	42278	-	XM_012480914.1		XP_012336337.1	uncharacterized protein		24268607	AK88_03293	378	378	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	41129	42278	-	XP_012336337.1		XM_012480914.1	uncharacterized protein		24268607	AK88_03293	378	125	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	43727	44695	-						24268608	AK88_03294	969		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	43727	44695	-	XM_012480915.1		XP_012336338.1	uncharacterized protein		24268608	AK88_03294	969	969	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	43727	44695	-	XP_012336338.1		XM_012480915.1	uncharacterized protein		24268608	AK88_03294	969	322	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	50366	51541	+						24268609	AK88_03295	1176		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	50366	51541	+	XM_012480916.1		XP_012336339.1	uncharacterized protein		24268609	AK88_03295	984	984	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	50366	51541	+	XP_012336339.1		XM_012480916.1	uncharacterized protein		24268609	AK88_03295	984	327	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	51933	54659	-						24268610	AK88_03296	2727		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	51933	54659	-	XM_012480917.1		XP_012336340.1	uncharacterized protein		24268610	AK88_03296	2727	2727	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	51933	54659	-	XP_012336340.1		XM_012480917.1	uncharacterized protein		24268610	AK88_03296	2727	908	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	56212	57744	-						24268611	AK88_03297	1533		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	56212	57744	-	XM_012480918.1		XP_012336341.1	uncharacterized protein		24268611	AK88_03297	1422	1422	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	56212	57744	-	XP_012336341.1		XM_012480918.1	uncharacterized protein		24268611	AK88_03297	1422	473	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	58418	62329	-						24268612	AK88_03298	3912		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	58418	62329	-	XM_012480919.1		XP_012336342.1	uncharacterized protein		24268612	AK88_03298	1980	1980	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	58418	62329	-	XP_012336342.1		XM_012480919.1	uncharacterized protein		24268612	AK88_03298	1980	659	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	63457	65143	-						24268613	AK88_03299	1687		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	63457	65143	-	XM_012480920.1		XP_012336343.1	uncharacterized protein		24268613	AK88_03299	1542	1542	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	63457	65143	-	XP_012336343.1		XM_012480920.1	uncharacterized protein		24268613	AK88_03299	1542	513	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	70239	71711	-						24268614	AK88_03300	1473		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	70239	71711	-	XM_012480921.1		XP_012336344.1	uncharacterized protein		24268614	AK88_03300	1473	1473	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	70239	71711	-	XP_012336344.1		XM_012480921.1	uncharacterized protein		24268614	AK88_03300	1473	490	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	73219	76119	+						24268615	AK88_03301	2901		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	73219	76119	+	XM_012480922.1		XP_012336345.1	uncharacterized protein		24268615	AK88_03301	2901	2901	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	73219	76119	+	XP_012336345.1		XM_012480922.1	uncharacterized protein		24268615	AK88_03301	2901	966	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	76775	79795	-						24268616	AK88_03302	3021		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	76775	79795	-	XM_012480923.1		XP_012336346.1	uncharacterized protein		24268616	AK88_03302	3021	3021	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	76775	79795	-	XP_012336346.1		XM_012480923.1	uncharacterized protein		24268616	AK88_03302	3021	1006	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	81242	82204	-						24268617	AK88_03303	963		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	81242	82204	-	XM_012480924.1		XP_012336347.1	uncharacterized protein		24268617	AK88_03303	963	963	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	81242	82204	-	XP_012336347.1		XM_012480924.1	uncharacterized protein		24268617	AK88_03303	963	320	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	82879	84003	+						24268618	AK88_03304	1125		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	82879	84003	+	XM_012480925.1		XP_012336348.1	uncharacterized protein		24268618	AK88_03304	1125	1125	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	82879	84003	+	XP_012336348.1		XM_012480925.1	uncharacterized protein		24268618	AK88_03304	1125	374	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	84925	85644	+						24268619	AK88_03305	720		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	84925	85644	+	XM_012480926.1		XP_012336349.1	ribosomal protein S12		24268619	AK88_03305	720	720	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	84925	85644	+	XP_012336349.1		XM_012480926.1	ribosomal protein S12		24268619	AK88_03305	720	239	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	86784	88790	-						24268620	AK88_03306	2007		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	86784	88790	-	XM_012480927.1		XP_012336350.1	uncharacterized protein		24268620	AK88_03306	2007	2007	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	86784	88790	-	XP_012336350.1		XM_012480927.1	uncharacterized protein		24268620	AK88_03306	2007	668	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	91308	97128	+						24268621	AK88_03307	5821		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	91308	97128	+	XM_012480928.1		XP_012336351.1	uncharacterized protein		24268621	AK88_03307	5256	5256	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	91308	97128	+	XP_012336351.1		XM_012480928.1	uncharacterized protein		24268621	AK88_03307	5256	1751	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	97629	109708	+						24268622	AK88_03308	12080		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	97629	109708	+	XM_012480929.1		XP_012336352.1	uncharacterized protein		24268622	AK88_03308	10986	10986	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	97629	109708	+	XP_012336352.1		XM_012480929.1	uncharacterized protein		24268622	AK88_03308	10986	3661	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	110786	113587	+						24268623	AK88_03309	2802		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	110786	113587	+	XM_012480930.1		XP_012336353.1	uncharacterized protein		24268623	AK88_03309	2802	2802	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	110786	113587	+	XP_012336353.1		XM_012480930.1	uncharacterized protein		24268623	AK88_03309	2802	933	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	113695	115424	+						24268624	AK88_03310	1730		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	113695	115424	+	XM_012480931.1		XP_012336354.1	uncharacterized protein		24268624	AK88_03310	1683	1683	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	113695	115424	+	XP_012336354.1		XM_012480931.1	uncharacterized protein		24268624	AK88_03310	1683	560	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	115957	116421	+						24268625	AK88_03311	465		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	115957	116421	+	XM_012480932.1		XP_012336355.1	uncharacterized protein		24268625	AK88_03311	465	465	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	115957	116421	+	XP_012336355.1		XM_012480932.1	uncharacterized protein		24268625	AK88_03311	465	154	
gene	tRNA	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	116870	116941	+						24268626	AK88_03312	72		
tRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	116870	116941	+				tRNA-Glu		24268626	AK88_03312	72		
gene	tRNA	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	117419	117490	-						24268627	AK88_03313	72		
tRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	117419	117490	-				tRNA-Ala		24268627	AK88_03313	72		
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	118155	121664	+						24268628	AK88_03314	3510		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	118155	121664	+	XM_012480933.1		XP_012336356.1	uncharacterized protein		24268628	AK88_03314	3510	3510	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	118155	121664	+	XP_012336356.1		XM_012480933.1	uncharacterized protein		24268628	AK88_03314	3510	1169	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	121846	123771	-						24268629	AK88_03315	1926		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	121846	123771	-	XM_012480934.1		XP_012336357.1	uncharacterized protein		24268629	AK88_03315	1926	1926	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	121846	123771	-	XP_012336357.1		XM_012480934.1	uncharacterized protein		24268629	AK88_03315	1926	641	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	127417	130377	+						24268630	AK88_03316	2961		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	127417	130377	+	XM_012480935.1		XP_012336358.1	uncharacterized protein		24268630	AK88_03316	2961	2961	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	127417	130377	+	XP_012336358.1		XM_012480935.1	uncharacterized protein		24268630	AK88_03316	2961	986	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	130688	131293	+						24268631	AK88_03317	606		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	130688	131293	+	XM_012480936.1		XP_012336359.1	uncharacterized protein		24268631	AK88_03317	606	606	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	130688	131293	+	XP_012336359.1		XM_012480936.1	uncharacterized protein		24268631	AK88_03317	606	201	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	131717	132877	-						24268632	AK88_03318	1161		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	131717	132877	-	XM_012480937.1		XP_012336360.1	uncharacterized protein		24268632	AK88_03318	1161	1161	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	131717	132877	-	XP_012336360.1		XM_012480937.1	uncharacterized protein		24268632	AK88_03318	1161	386	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	133053	135482	-						24268633	AK88_03319	2430		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	133053	135482	-	XM_012480938.1		XP_012336361.1	uncharacterized protein		24268633	AK88_03319	2430	2430	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	133053	135482	-	XP_012336361.1		XM_012480938.1	uncharacterized protein		24268633	AK88_03319	2430	809	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	138020	140368	+						24268634	AK88_03320	2349		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	138020	140368	+	XM_012480939.1		XP_012336362.1	uncharacterized protein		24268634	AK88_03320	2349	2349	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	138020	140368	+	XP_012336362.1		XM_012480939.1	uncharacterized protein		24268634	AK88_03320	2349	782	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	140737	144663	-						24268635	AK88_03321	3927		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	140737	144663	-	XM_012480940.1		XP_012336363.1	uncharacterized protein		24268635	AK88_03321	3927	3927	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	140737	144663	-	XP_012336363.1		XM_012480940.1	uncharacterized protein		24268635	AK88_03321	3927	1308	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	146944	149202	+						24268636	AK88_03322	2259		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	146944	149202	+	XM_012480941.1		XP_012336364.1	uncharacterized protein		24268636	AK88_03322	2259	2259	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	146944	149202	+	XP_012336364.1		XM_012480941.1	uncharacterized protein		24268636	AK88_03322	2259	752	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	149410	150648	-						24268637	AK88_03323	1239		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	149410	150648	-	XM_012480942.1		XP_012336365.1	uncharacterized protein		24268637	AK88_03323	945	945	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	149410	150648	-	XP_012336365.1		XM_012480942.1	uncharacterized protein		24268637	AK88_03323	945	314	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	154699	155316	+						24268638	AK88_03324	618		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	154699	155316	+	XM_012480943.1		XP_012336366.1	uncharacterized protein		24268638	AK88_03324	618	618	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	154699	155316	+	XP_012336366.1		XM_012480943.1	uncharacterized protein		24268638	AK88_03324	618	205	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	155676	156662	-						24268639	AK88_03325	987		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	155676	156662	-	XM_012480944.1		XP_012336367.1	uncharacterized protein		24268639	AK88_03325	987	987	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	155676	156662	-	XP_012336367.1		XM_012480944.1	uncharacterized protein		24268639	AK88_03325	987	328	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	159589	162583	+						24268640	AK88_03326	2995		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	159589	162583	+	XM_012480945.1		XP_012336368.1	uncharacterized protein		24268640	AK88_03326	2811	2811	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	159589	162583	+	XP_012336368.1		XM_012480945.1	uncharacterized protein		24268640	AK88_03326	2811	936	
gene	tRNA	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	163631	163703	+						24268641	AK88_03327	73		
tRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	163631	163703	+				tRNA-Ile		24268641	AK88_03327	73		
gene	tRNA	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	164267	164348	-						24268642	AK88_03328	82		
tRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	164267	164348	-				tRNA-Ser		24268642	AK88_03328	82		
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	165968	168172	+						24268643	AK88_03329	2205		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	165968	168172	+	XM_012480946.1		XP_012336369.1	uncharacterized protein		24268643	AK88_03329	1245	1245	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	165968	168172	+	XP_012336369.1		XM_012480946.1	uncharacterized protein		24268643	AK88_03329	1245	414	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	168794	170314	-						24268644	AK88_03330	1521		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	168794	170314	-	XM_012480947.1		XP_012336370.1	uncharacterized protein		24268644	AK88_03330	1521	1521	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	168794	170314	-	XP_012336370.1		XM_012480947.1	uncharacterized protein		24268644	AK88_03330	1521	506	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	172501	173501	-						24268645	AK88_03331	1001		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	172501	173501	-	XM_012480948.1		XP_012336371.1	uncharacterized protein		24268645	AK88_03331	522	522	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	172501	173501	-	XP_012336371.1		XM_012480948.1	uncharacterized protein		24268645	AK88_03331	522	173	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	176325	179714	+						24268646	AK88_03332	3390		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	176325	179714	+	XM_012480949.1		XP_012336372.1	uncharacterized protein		24268646	AK88_03332	3390	3390	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	176325	179714	+	XP_012336372.1		XM_012480949.1	uncharacterized protein		24268646	AK88_03332	3390	1129	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	181122	182467	+						24268647	AK88_03333	1346		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	181122	182467	+	XM_012480950.1		XP_012336373.1	uncharacterized protein		24268647	AK88_03333	1242	1242	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	181122	182467	+	XP_012336373.1		XM_012480950.1	uncharacterized protein		24268647	AK88_03333	1242	413	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	182936	184855	-						24268648	AK88_03334	1920		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	182936	184855	-	XM_012480951.1		XP_012336374.1	chaperone DnaJ		24268648	AK88_03334	1920	1920	partial
CDS	with_protein	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	182936	184855	-	XP_012336374.1		XM_012480951.1	chaperone DnaJ		24268648	AK88_03334	1920	639	
gene	protein_coding	GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	186471	191227	+						24268649	AK88_03335	4757		partial
mRNA		GCF_000956335.1	Primary Assembly	unplaced scaffold		NW_012192617.1	186471	191227	+	XM_012480952.1		XP_012336375.1	uncharacterized protein		24268649	AK88_03335	2586	2586	partial
