# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481845.1	691682	693610	-	XP_008816851.1		XM_008818629.1	hypothetical protein		20038311	C922_03037	1929	642	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481845.1	703613	703837	+						20038312	C922_03038	225		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481845.1	703613	703837	+	XM_008818630.1		XP_008816852.1	hypothetical protein		20038312	C922_03038	225	225	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481845.1	703613	703837	+	XP_008816852.1		XM_008818630.1	hypothetical protein		20038312	C922_03038	225	74	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481845.1	707413	707757	-						20038313	C922_03039	345		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481845.1	707413	707757	-	XM_008818631.1		XP_008816853.1	hypothetical protein		20038313	C922_03039	345	345	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481845.1	707413	707757	-	XP_008816853.1		XM_008818631.1	hypothetical protein		20038313	C922_03039	345	114	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	1856	2543	-						20038314	C922_03040	688		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	1856	2543	-	XM_008818632.1		XP_008816854.1	hypothetical protein		20038314	C922_03040	507	507	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	1856	2543	-	XP_008816854.1		XM_008818632.1	hypothetical protein		20038314	C922_03040	507	168	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	11047	11618	+						20038315	C922_03041	572		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	11047	11618	+	XM_008818633.1		XP_008816855.1	hypothetical protein		20038315	C922_03041	519	519	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	11047	11618	+	XP_008816855.1		XM_008818633.1	hypothetical protein		20038315	C922_03041	519	172	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	19057	21537	-						20038316	C922_03042	2481		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	19057	21537	-	XM_008818634.1		XP_008816856.1	hypothetical protein		20038316	C922_03042	1581	1581	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	19057	21537	-	XP_008816856.1		XM_008818634.1	hypothetical protein		20038316	C922_03042	1581	526	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	23910	26342	+						20038317	C922_03043	2433		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	23910	26342	+	XM_008818635.1		XP_008816857.1	DNA mismatch repair protein MSH2		20038317	C922_03043	2433	2433	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	23910	26342	+	XP_008816857.1		XM_008818635.1	DNA mismatch repair protein MSH2		20038317	C922_03043	2433	810	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	28608	30059	+						20038318	C922_03044	1452		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	28608	30059	+	XM_008818636.1		XP_008816858.1	hypothetical protein		20038318	C922_03044	1452	1452	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	28608	30059	+	XP_008816858.1		XM_008818636.1	hypothetical protein		20038318	C922_03044	1452	483	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	30931	31122	-						20038319	C922_03045	192		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	30931	31122	-	XM_008818637.1		XP_008816859.1	hypothetical protein		20038319	C922_03045	192	192	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	30931	31122	-	XP_008816859.1		XM_008818637.1	hypothetical protein		20038319	C922_03045	192	63	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	32127	32867	-						20038320	C922_03046	741		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	32127	32867	-	XM_008818638.1		XP_008816860.1	hypothetical protein		20038320	C922_03046	741	741	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	32127	32867	-	XP_008816860.1		XM_008818638.1	hypothetical protein		20038320	C922_03046	741	246	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	36324	37169	+						20038321	C922_03047	846		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	36324	37169	+	XM_008818639.1		XP_008816861.1	hypothetical protein		20038321	C922_03047	846	846	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	36324	37169	+	XP_008816861.1		XM_008818639.1	hypothetical protein		20038321	C922_03047	846	281	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	38589	40747	+						20038322	C922_03048	2159		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	38589	40747	+	XM_008818640.1		XP_008816862.1	hypothetical protein		20038322	C922_03048	1248	1248	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	38589	40747	+	XP_008816862.1		XM_008818640.1	hypothetical protein		20038322	C922_03048	1248	415	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	41144	43114	-						20038323	C922_03049	1971		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	41144	43114	-	XM_008818641.1		XP_008816863.1	hypothetical protein		20038323	C922_03049	1971	1971	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	41144	43114	-	XP_008816863.1		XM_008818641.1	hypothetical protein		20038323	C922_03049	1971	656	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	45079	47724	+						20038324	C922_03050	2646		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	45079	47724	+	XM_008818642.1		XP_008816864.1	hypothetical protein		20038324	C922_03050	2646	2646	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	45079	47724	+	XP_008816864.1		XM_008818642.1	hypothetical protein		20038324	C922_03050	2646	881	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	48712	50026	-						20038325	C922_03051	1315		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	48712	50026	-	XM_008818643.1		XP_008816865.1	methionyl aminopeptidase		20038325	C922_03051	1140	1140	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	48712	50026	-	XP_008816865.1		XM_008818643.1	methionyl aminopeptidase		20038325	C922_03051	1140	379	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	55498	65253	+						20038326	C922_03052	9756		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	55498	65253	+	XM_008818644.1		XP_008816866.1	serine/threonine protein kinase		20038326	C922_03052	7203	7203	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	55498	65253	+	XP_008816866.1		XM_008818644.1	serine/threonine protein kinase		20038326	C922_03052	7203	2400	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	65832	66902	-						20038327	C922_03053	1071		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	65832	66902	-	XM_008818645.1		XP_008816867.1	hypothetical protein		20038327	C922_03053	1071	1071	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	65832	66902	-	XP_008816867.1		XM_008818645.1	hypothetical protein		20038327	C922_03053	1071	356	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	68611	69813	+						20038328	C922_03054	1203		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	68611	69813	+	XM_008818646.1		XP_008816868.1	hypothetical protein		20038328	C922_03054	936	936	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	68611	69813	+	XP_008816868.1		XM_008818646.1	hypothetical protein		20038328	C922_03054	936	311	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	69995	73297	-						20038329	C922_03055	3303		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	69995	73297	-	XM_008818647.1		XP_008816869.1	hypothetical protein		20038329	C922_03055	3303	3303	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	69995	73297	-	XP_008816869.1		XM_008818647.1	hypothetical protein		20038329	C922_03055	3303	1100	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	75594	76274	-						20038330	C922_03056	681		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	75594	76274	-	XM_008818648.1		XP_008816870.1	hypothetical protein		20038330	C922_03056	681	681	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	75594	76274	-	XP_008816870.1		XM_008818648.1	hypothetical protein		20038330	C922_03056	681	226	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	77603	79504	+						20038331	C922_03057	1902		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	77603	79504	+	XM_008818649.1		XP_008816871.1	hypothetical protein		20038331	C922_03057	1902	1902	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	77603	79504	+	XP_008816871.1		XM_008818649.1	hypothetical protein		20038331	C922_03057	1902	633	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	80129	82399	-						20038332	C922_03058	2271		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	80129	82399	-	XM_008818650.1		XP_008816872.1	hypothetical protein		20038332	C922_03058	2271	2271	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	80129	82399	-	XP_008816872.1		XM_008818650.1	hypothetical protein		20038332	C922_03058	2271	756	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	85272	87087	-						20038333	C922_03059	1816		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	85272	87087	-	XM_008818651.1		XP_008816873.1	hypothetical protein		20038333	C922_03059	606	606	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	85272	87087	-	XP_008816873.1		XM_008818651.1	hypothetical protein		20038333	C922_03059	606	201	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	90052	96894	+						20038334	C922_03060	6843		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	90052	96894	+	XM_008818652.1		XP_008816874.1	hypothetical protein		20038334	C922_03060	6843	6843	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	90052	96894	+	XP_008816874.1		XM_008818652.1	hypothetical protein		20038334	C922_03060	6843	2280	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	97432	99564	+						20038335	C922_03061	2133		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	97432	99564	+	XM_008818653.1		XP_008816875.1	hypothetical protein		20038335	C922_03061	2133	2133	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	97432	99564	+	XP_008816875.1		XM_008818653.1	hypothetical protein		20038335	C922_03061	2133	710	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	100843	101469	+						20038336	C922_03062	627		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	100843	101469	+	XM_008818654.1		XP_008816876.1	hypothetical protein		20038336	C922_03062	627	627	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	100843	101469	+	XP_008816876.1		XM_008818654.1	hypothetical protein		20038336	C922_03062	627	208	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	101806	102867	-						20038337	C922_03063	1062		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	101806	102867	-	XM_008818655.1		XP_008816877.1	hypothetical protein		20038337	C922_03063	1062	1062	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	101806	102867	-	XP_008816877.1		XM_008818655.1	hypothetical protein		20038337	C922_03063	1062	353	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	104765	109116	+						20038338	C922_03064	4352		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	104765	109116	+	XM_008818656.1		XP_008816878.1	hypothetical protein		20038338	C922_03064	4017	4017	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	104765	109116	+	XP_008816878.1		XM_008818656.1	hypothetical protein		20038338	C922_03064	4017	1338	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	110374	114204	+						20038339	C922_03065	3831		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	110374	114204	+	XM_008818657.1		XP_008816879.1	adenosinetriphosphatase		20038339	C922_03065	3831	3831	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	110374	114204	+	XP_008816879.1		XM_008818657.1	adenosinetriphosphatase		20038339	C922_03065	3831	1276	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	114689	116206	-						20038340	C922_03066	1518		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	114689	116206	-	XM_008818658.1		XP_008816880.1	hypothetical protein		20038340	C922_03066	1212	1212	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	114689	116206	-	XP_008816880.1		XM_008818658.1	hypothetical protein		20038340	C922_03066	1212	403	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	118307	120006	+						20038341	C922_03067	1700		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	118307	120006	+	XM_008818659.1		XP_008816881.1	hypothetical protein		20038341	C922_03067	1026	1026	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	118307	120006	+	XP_008816881.1		XM_008818659.1	hypothetical protein		20038341	C922_03067	1026	341	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	121256	124532	+						20038342	C922_03068	3277		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	121256	124532	+	XM_008818660.1		XP_008816882.1	hypothetical protein		20038342	C922_03068	1917	1917	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	121256	124532	+	XP_008816882.1		XM_008818660.1	hypothetical protein		20038342	C922_03068	1917	638	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	124876	131727	-						20038343	C922_03069	6852		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	124876	131727	-	XM_008818661.1		XP_008816883.1	hypothetical protein		20038343	C922_03069	6852	6852	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	124876	131727	-	XP_008816883.1		XM_008818661.1	hypothetical protein		20038343	C922_03069	6852	2283	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	133025	134929	+						20038344	C922_03070	1905		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	133025	134929	+	XM_008818662.1		XP_008816884.1	hypothetical protein		20038344	C922_03070	1905	1905	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	133025	134929	+	XP_008816884.1		XM_008818662.1	hypothetical protein		20038344	C922_03070	1905	634	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	135550	136806	+						20038345	C922_03071	1257		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	135550	136806	+	XM_008818663.1		XP_008816885.1	hypothetical protein		20038345	C922_03071	1257	1257	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	135550	136806	+	XP_008816885.1		XM_008818663.1	hypothetical protein		20038345	C922_03071	1257	418	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	137644	140226	+						20038346	C922_03072	2583		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	137644	140226	+	XM_008818664.1		XP_008816886.1	hypothetical protein		20038346	C922_03072	2583	2583	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	137644	140226	+	XP_008816886.1		XM_008818664.1	hypothetical protein		20038346	C922_03072	2583	860	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	140675	141067	+						20038347	C922_03073	393		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	140675	141067	+	XM_008818665.1		XP_008816887.1	hypothetical protein		20038347	C922_03073	393	393	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	140675	141067	+	XP_008816887.1		XM_008818665.1	hypothetical protein		20038347	C922_03073	393	130	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	141178	143231	+						20038348	C922_03074	2054		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	141178	143231	+	XM_008818666.1		XP_008816888.1	glutamate dehydrogenase (NADP+)		20038348	C922_03074	1557	1557	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	141178	143231	+	XP_008816888.1		XM_008818666.1	glutamate dehydrogenase (NADP+)		20038348	C922_03074	1557	518	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	144659	145495	+						20038349	C922_03075	837		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	144659	145495	+	XM_008818667.1		XP_008816889.1	hypothetical protein		20038349	C922_03075	837	837	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	144659	145495	+	XP_008816889.1		XM_008818667.1	hypothetical protein		20038349	C922_03075	837	278	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	146158	146676	-						20038350	C922_03076	519		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	146158	146676	-	XM_008818668.1		XP_008816890.1	cytochrome c oxidase subunit 2		20038350	C922_03076	519	519	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	146158	146676	-	XP_008816890.1		XM_008818668.1	cytochrome c oxidase subunit 2		20038350	C922_03076	519	172	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	147990	148981	-						20038351	C922_03077	992		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	147990	148981	-	XM_008818669.1		XP_008816891.1	hypothetical protein		20038351	C922_03077	771	771	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	147990	148981	-	XP_008816891.1		XM_008818669.1	hypothetical protein		20038351	C922_03077	771	256	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	151836	152927	+						20038352	C922_03078	1092		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	151836	152927	+	XM_008818670.1		XP_008816892.1	hypothetical protein		20038352	C922_03078	1092	1092	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	151836	152927	+	XP_008816892.1		XM_008818670.1	hypothetical protein		20038352	C922_03078	1092	363	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	154311	157055	-						20038353	C922_03079	2745		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	154311	157055	-	XM_008818671.1		XP_008816893.1	hypothetical protein		20038353	C922_03079	2745	2745	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	154311	157055	-	XP_008816893.1		XM_008818671.1	hypothetical protein		20038353	C922_03079	2745	914	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	159392	161779	+						20038354	C922_03080	2388		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	159392	161779	+	XM_008818672.1		XP_008816894.1	hypothetical protein		20038354	C922_03080	2292	2292	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	159392	161779	+	XP_008816894.1		XM_008818672.1	hypothetical protein		20038354	C922_03080	2292	763	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	161913	164862	-						20038355	C922_03081	2950		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	161913	164862	-	XM_008818673.1		XP_008816895.1	hypothetical protein		20038355	C922_03081	2733	2733	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	161913	164862	-	XP_008816895.1		XM_008818673.1	hypothetical protein		20038355	C922_03081	2733	910	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	167446	169613	-						20038356	C922_03082	2168		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	167446	169613	-	XM_008818674.1		XP_008816896.1	CMGC/MAPK/ERK7 protein kinase		20038356	C922_03082	2067	2067	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	167446	169613	-	XP_008816896.1		XM_008818674.1	CMGC/MAPK/ERK7 protein kinase		20038356	C922_03082	2067	688	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	171666	173051	+						20038357	C922_03083	1386		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	171666	173051	+	XM_008818675.1		XP_008816897.1	succinyl-CoA synthetase beta subunit		20038357	C922_03083	1386	1386	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	171666	173051	+	XP_008816897.1		XM_008818675.1	succinyl-CoA synthetase beta subunit		20038357	C922_03083	1386	461	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	173750	174598	+						20038358	C922_03084	849		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	173750	174598	+	XM_008818676.1		XP_008816898.1	50S ribosomal protein L14e		20038358	C922_03084	513	513	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	173750	174598	+	XP_008816898.1		XM_008818676.1	50S ribosomal protein L14e		20038358	C922_03084	513	170	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	176712	180348	+						20038359	C922_03085	3637		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	176712	180348	+	XM_008818677.1		XP_008816899.1	hypothetical protein		20038359	C922_03085	2271	2271	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	176712	180348	+	XP_008816899.1		XM_008818677.1	hypothetical protein		20038359	C922_03085	2271	756	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	181039	182493	-						20038360	C922_03086	1455		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	181039	182493	-	XM_008818678.1		XP_008816900.1	hypothetical protein		20038360	C922_03086	1455	1455	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	181039	182493	-	XP_008816900.1		XM_008818678.1	hypothetical protein		20038360	C922_03086	1455	484	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	184321	186157	+						20038361	C922_03087	1837		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	184321	186157	+	XM_008818679.1		XP_008816901.1	hypothetical protein		20038361	C922_03087	870	870	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	184321	186157	+	XP_008816901.1		XM_008818679.1	hypothetical protein		20038361	C922_03087	870	289	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	187023	191951	+						20038362	C922_03088	4929		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	187023	191951	+	XM_008818680.1		XP_008816902.1	hypothetical protein		20038362	C922_03088	4770	4770	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	187023	191951	+	XP_008816902.1		XM_008818680.1	hypothetical protein		20038362	C922_03088	4770	1589	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	192538	197722	-						20038363	C922_03089	5185		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	192538	197722	-	XM_008818681.1		XP_008816903.1	hypothetical protein		20038363	C922_03089	4806	4806	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	192538	197722	-	XP_008816903.1		XM_008818681.1	hypothetical protein		20038363	C922_03089	4806	1601	
gene	protein_coding	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	199644	206624	-						20038364	C922_03090	6981		partial
mRNA		GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	199644	206624	-	XM_008818682.1		XP_008816904.1	hypothetical protein		20038364	C922_03090	4446	4446	partial
CDS	with_protein	GCF_000524495.1	Primary Assembly	unplaced scaffold		NW_008481846.1	199644	206624	-	XP_008816904.1		XM_008818682.1	hypothetical protein		20038364	C922_03090	4446	1481	
